﻿Column1,Column2
"Le cuirassé d’escadre République a fait, à Brest, ses essais préliminaires, à la puissance de 10.000 chevaux.",Brest
"Mme Tripier a tiré deux fois (à blanc, dit-elle) sur son père, Marquet, de Montberthault (Côte-d’Or), qui lui disputait une barque.",Côte-d’Or
"Congestionné par la chaleur, Hélectre, couvreur à Reims, qui travaillait à 20 mètres du sol, s’y est abîmé.",Congestionné; Hélectre; Reims
Le nervi Bonnaud est condamné à mort. L’arrêt spécifie que la décollation se fera sur une place publique de Marseille.,Marseille
"Les pipiers de Saint-Claude, 3.000 environ, se sont mis en grève hier matin, pour une question de salaire.",Saint-Claude
"Un jeune homme (agent de la Sûreté, à l’en croire) a étranglé et volé, à Granges (Vosges), Mlle Boulay, 85 ans, et a disparu.",Granges; Vosges
Nom de l’homme arrêté à Blainville comme espion : Tourdias. Son âge : 24 ans. Son métier : placier en bandages et drogues.,Blainville
"Essayé à Cherbourg, le torpilleur « 352 » a donné une vitesse de 27 nœuds et demi ; la Commission ministérielle est contente.",Cherbourg
"Au cours d’un match de revolver entre apaches, boulevard de Belleville, deux passants malchanceux, la nuit dernière, furent blessés.",Belleville
"Vieux de soixante-dix-sept ans, le Courrier des Ardennes, journal conservateur et catholique qui se publiait à Charleville, cesse de paraître.",Vieux de soixante-dix-sept ans; Courrier des Ardennes; Charleville
"Le Conseil de guerre de Châlons a frappé Gérard de trois ans de prison pour faits connexes à sa désertion, elle amnistiée.",
"En congé à Périgueux, l’employé colonial Pomarel, jaloux, blessa d’une balle Mme Queyrot et d’une autre se tua.",Périgueux
"Aux usines de Fives-Lille, on reprendra, sans exception, les ouvriers (ils sont en grève) qui s’y présenteront jeudi.",Fives-Lille
"À bord de la Néra, à Marseille, un boy canaque, Vatnis, a éventré un autre boy canaque, André.",Néra; Marseille
"Selon la mère du petit Moureau, de Maubeuge, une bonne de 16 ans, Marthe Delvaux, a tenté d’empoisonner cet enfant idiot.",Maubeuge
"Vainement des torpilleurs ont-ils voulu forcer les passes de Lorient : des torpilles y dormaient, mais d’un sommeil léger.",Lorient
"Malgré gendarmes, policiers et militaires, un incendie a fait pour 300.000 francs de dégâts dans un hôtel d’Elbeuf.",Elbeuf
"Un magasin de foin, caserne du 7e hussards, à Niort, a brûlé. Sauf un, maintenant à l’hôpital, les troupiers ont fui à temps.",Niort
"Deux cambrioleurs fuyaient. M. Génieux, qui voulut leur barrer la route, reçut une balle. Un seul fut capturé, blessé par un agent.",
"Les gérants de six feuilles seront jugés le 21 pour insertion d’annonces galantes, et aussi (innovation) les auteurs des annonces.",
Le Lapin de Montmartre (Lucien Undreiner) est arrêté. On le soupçonne d’un cambriolage (Asnières) et d’un meurtre (Courbevoie).,Asnières; Courbevoie
"La fillette du garde champêtre Wegmuller, de Lescherolles (Seine-et-Mame), cueillit des fleurs, les mâcha et mourut empoisonnée.",Lescherolles; Seine-et-Mame
De véhémentes affiches convoquent les Brestois à un meeting qui aura lieu samedi à la Bourse du travail.,Brestois
"Le septuagénaire Louis Rouquette, de Salindres (Gard), jaloux, a tué sa femme de huit coups de couteau.",Salindres; Gard
"Le général Bazaine-Hayter, entré solennellement hier à Clermont, a recommandé aux officiers la bienveillance.",Clermont
C’est fini de la suette picarde dans la Charente et la Charente-Inférieure. On rapporte les mesures de préservation.,Charente; Charente-Inférieure
"Le voiturier lyonnais Marius Paris s’est tué ; mais d’abord, mari vétilleux, il avait blessé de trois balles sa femme.",
"Eug. Allery, ce cambrioleur aux entreprises si longtemps heureuses, a été condamné, à Versailles, à douze ans de travaux forcés.",Eug; Versailles
"Mme Henriette Barety, qui, vingt ans, fut falcon, s’est tiré une balle dans le ventre, à Toulouse. Son agonie dura quatre jours.",Toulouse
"Le matelot Renaud s’est suicidé à Toulon avec sa maîtresse. Leur vœu dernier : le même cercueil, au, du moins, la même fosse.",Toulon
"M. Husson, maire de Nogent-sur-Marne, s’est logé trois balles de revolver dans la tête sans se tuer.",Nogent-sur-Marne
Le sous-préfet de Péronne a visité les communes dévastées par l’ouragan de jeudi soir et s’est concerté avec le préfet.,Péronne
"Le feu a pris, aux docks de Marseille, dans des tas de coprah. Dès son début les pompiers le matèrent.",Marseille
"On couronnait les écoliers de Niort. Le lustre tomba, et les lauriers de trois d’entre eux se teignirent d’un peu de sang.",Niort
"Les meurtriers de Mlle Colas, de Pont-à-Mousson, iront aux travaux forcés, Renard pour dix ans, Vicaire pour toujours.",Pont-à-Mousson
"Au seuil du presbytère de Suippes (Marne), une boîte inoffensive émut pourtant, vu sa mèche allumée et ses fils de fer.",Suippes; Marne
"À Marseille, le Napolitain Sosio Merello a tué sa femme : elle ne voulait pas faire commerce de ses agréments.",Marseille; Napolitain Sosio Merello
"La couturière Adolphine Julien, 35 ans, a vitriolé son amant fugitif, l’étudiant Barthuel. Deux passants furent éclaboussés.",
"Le satyre Charpin, de Soubille (Loiret), s’est asphyxié avec père et mère. Déjà les gendarmes venaient pour l’arrêter.",Soubille; Loiret
"L’Empereur, domestique de ferme, âgé de 70 ans, a assassiné, à Larrouquet (Lot-et-Garonne), son maître, M. Dubus.",Larrouquet; Lot-et-Garonne
Un « poisson royal » de 150 kilos est exhibé à Trouville pour cinq sous. On l’a proposé au jardin des Plantes : pas de réponse.,Trouville; jardin des Plantes
"Un artificier de Caen, M. Lebourgeois, a été tué par une bombe de sa façon. M. Matrat et cinq autres personnes furent blessés.",
"De Troyes : M. M. C…, négociant en peaux, a été écrasé par un train ; une de ses jambes roula dans un fossé.",Troyes
"Le submersible Emeraude a été mis à l’eau à Cherbourg, devant l’amiral Besson. À bientôt le Rubis et le Topaze.",Cherbourg
La propagande que fait dans l’arsenal de Toulon le syndicat du port est entravé par de nouvelles mesures administratives.,arsenal de Toulon
Le scandale d’un vol de bronze à l’arsenal de Toulon (150.000 fr.) est imminent. Des perquisitions fructueuses ont été faites.,arsenal de Toulon
"Assises de Bordeaux : vingt ans de bagne à Marthe Coulon : elle prémédita et exécuta le meurtre de son amant, Saint-Rémy.",Saint-Rémy
"Au théâtre d’Orange, la Sapho désespérée, de Mme Lucie Delarue-Mardrus, alla aux nues. Grand succès aussi pour M. Rougier.",théâtre d’Orange
"Quelqu'un de La Garde est mort, qui laisse 50.000 francs aux hospices de Toulon et presque rien à ses héritiers.",Toulon
"Une rixe, à Soukharas, s’était soldé par cinq blessés et un mort. Quelques heures après, le fils de la victime tuait le meurtrier.",
"Une bonne de 17 ans, Camille Simon, a été arrêtée à Saint-Mihiel pour sévices ayant causé la mort d’un enfançon.",Saint-Mihiel
"Nouvelles des blessés du Jules-Ferry : Berteaux et Godard quitteront bientôt l’hôpital de Cherbourg, comme a fait Boulet.",
"Harold Bauer et Casais donnent aujourd’hui, à Saint-Sébastien, un concert. En outre, il se peut qu’ils se battent en duel.",Casais; Saint-Sébastien
"Entrés de nuit et par effraction dans la joaillerie Lazard, à Bordeaux, des inconnus y ont pris pour 250.000 francs de pierres.",Bordeaux
"À Aubusson, Paul Barraband, 24 ans, fils de l’ancien maire, tue Marg. Peyrony, 22 ans, son amie depuis 1900, et se blesse.",Aubusson
"En gare d’Emerainville (S.-et-M.), un train vide a déraillé, ce qui intercepta Paris-Belfort, des heures.",Emerainville; S.-et-M.; Paris-Belfort
"Dans un accident d’auto, à Eloyes (Vosges), M. Colombain s’est rompu des côtes et deux fois une jambe ; sa femme aussi blessée.",Eloyes; Vosges
"Affaires sentimentales. Un cafetier de Verquin (canton de Béthune), M. Simon, marié, père de trois enfants, s’est suicidé.",canton de Béthune
Le divisionnaire Gillet a remis la cravate de commandeur au brigadier Rungs et solennellement est entré dans Constantine.,Constantine
"Mme Piet, boulangère à Bercenay-en-Othe (Aube), est mourante et son fils Gaston, 9 ans, est mort, leur voiture ayant versé.",Bercenay-en-Othe; Aube
"Le charpentier Agathe Borel, de Bezons, s’est tué en tombant d’un toit (chute de 10 mètres).",Bezons
"Démissionnaires tous trois, MM. Desoyer, Leprou et Lévêque ont été réélus maire et adjoints de Saint-Qermain-en-Laye.",Saint-Qermain-en-Laye
"Des trains ont tué Cosson, à l’Étang-la-Ville ; Gaudon, prés de Coulommiers, et l’employé des hypothèques Molle, à Compiègne.",Étang-la-Ville; Gaudon; Coulommiers; Compiègne
"À Saint-Cloud, s’ouvre aujourd’hui l’exposition annuelle d’horticulture, et à Rueil un concours musical.",Saint-Cloud; Rueil
"Un chanteur parisien (rue Saint-Antoine), M. Henry Nonnoy, 31 ans, s’est noyé à la pointe de Champigny en prenant son bain.",rue Saint-Antoine; Champigny
"500 francs sont promis par M. Delarue à qui lui retrouvera, dans un laps de temps de dix jours, son fils, le curé de Châtenay.",Châtenay
"Un incendie a tout détruit dans l’appartement que le couple Toupinier occupe 14, rue de l’Ecole-Polytechnique.",rue de l’Ecole-Polytechnique
"Mme Céline Larue, 43 ans, dont l’appartement est sis au 4e étage, chaussée du Pont, à Boulogne, est tombée par la fenêtre. Morte.",Pont; Boulogne
"Mme Ernestine Gapol, 49 ans, demeurant à Vanves (avenue Gambetta) s’est suicidée : deux balles dans la tête.",Vanves; avenue Gambetta
"Un tramway a tamponné, à Nogent-sur-Marne, un tombereau dont le timon, alors, frappa d’un coup mortel le charretier Baujard.",Nogent-sur-Marne
"À Carrières-Sous-Bois, M. Chercuitte a repêché un homme (flanelle marquée H. J.) qui était en Seine depuis quelque quinze jours.",Carrières-Sous-Bois; Seine
"Pauline Rivera, 20 ans, a criblé de coups d’épingle à chapeau le volage Luthier, plongeur à Chatou, qui la croyait dépistée.",Chatou
"Vengeant sa tribu qu’il chassait de Cormeilles-en-Parisis, la gitane Nita Rosch a mordu un coriace gendarme d’Argenteuil.",Cormeilles-en-Parisis
"Au stand d’Argenteuil, de nocturnes inconnus ont confisqué les appareils et fils électriques servant au marquage des points.",Argenteuil
"En puisant de l’eau avec une bouteille, à Maretz-sur-Martz (Oise), Georges Antoine, 4 ans, perdit l’équilibre et se noya.",Maretz-sur-Martz; Oise
"Une septuagénaire, Mme Guillory, de Grez-sur-Loing (S.-et-M.), a été piétinée à mort par une vache qu’elle paissait.",Grez-sur-Loing; S.-et-M.
"La chute d’une porte jetée hors des gonds par le char de foin qu’il conduisait a tué, à Villegagnon (S.-et-M.), Bourbouze, 17 ans.",Villegagnon; Bourbouze
"Affaire Lenfant : L’interprète Iba Boye comparaît aujourd’hui à Bordeaux, devant la Chambre des appels correctionnels.",Bordeaux
"L’ordonnance Alb. Guemon, du 117e, s’est noyée au gué de Maulny (Sarthe), où un cheval qu’elle montait se baignait.",Alb; gué de Maulny; Sarthe
"Saint-Jean et Saint-Symphorien espèrent avoir leur crime : le parquet de Marennes fait autopsier, là Mme B… ici M. Vrignaud.",Saint-Jean; Saint-Symphorien; Marennes
"Ses boîtes à graisse échauffées, un wagon de l’express de Luchon, en vue d’Athis, commençait à flamber. On s’en aperçut à temps.",Athis
"Un vieil Arabe de Bugeaud qui transportait des fagots à Bône, a été assommé à la matraque par des inconnus et dévalisé.",Bône
"En face du 29 du boulevard de Belleville, Sarah Rousmaer, promeneuse de nuit, a été tuée au couteau, hier soir, par un homme qui a fui.",Belleville
"Toute brûlée (le feu avait pris à ses jupes), Léonie Lefèvre, de Saint-Maur, 10 ans, est morte à Trousseau.",
"Marie Jandeau, jolie fille que bien des Toulonnais connaissaient, s’est asphyxiée hier soir dans sa chambre, exprès.",Toulonnais
"Le revêche tribunal de Constantine envoie en correction un faune de 14 ans, qui de force, aima une très antique Maltaise.",Constantine; Maltaise
"À coups de revolver, M. Paul Barraband, d’Aubusson, a tué, nuit de mardi à mercredi, Mlle Pérony, et a tenté de se suicider.",Aubusson
"Une lame sourde enleva sous l’œil maternel l’enfant Mace, qui péchait dans les roches de Poul-Briel, près de Penmarch.",Poul-Briel; Penmarch
"Décès : M. Charlois (Paris, rue Mollet, 45) eut un étourdissement et tomba de la digue où il se promenait à Arromanche.",Paris; rue Mollet; Arromanche
"À 80 ans, Mme Saout, de Lambézellec (Finistère), commençait à craindre que la mort l’oubliât ; sa fille sortie, elle s’est pendue.",Lambézellec; Finistère
400 troupiers du 71e d’infanterie (Saint-Brieux) s’appliquent à restreindre l’incendie de la forêt d’Hunandaye.,Saint-Brieux; forêt d’Hunandaye
"Les marins contrebandiers. La douane toulonnaise a saisi, à bord des navires de l’armée navale, force tabac et cigarettes.",
"En septembre, on essaiera officiellement la République, qui rentre aujourd’hui à l’arsenal de Brest.",arsenal de Brest
"À Brest, le matelot Rolland, lourdement puni, s’est empoisonné avec de l’arsenic, après avoir essayé de la mort-aux-rats.",Brest
"Me Descottes, notaire, s’était enfui de Corbelin (Isère), y laissant un passif. Il s’est brûlé la cervelle à Francheville(Rhône).",Corbelin; Isère; Francheville(Rhône
"Bras liés et le dos chargé de pierres énormes, le cadavre d’un sexagénaire a été trouvé dans les sablières de Draveil.",Draveil
"Un enfant de 3 ans, Henri Calet, de Malakoff, est tombé dans un bassin d’eau bouillante, et n’a pas survécu à ses brûlures.",Malakoff
"Lucienne Debras, 4 ans, jouait devant sa maison, à Saint-Denis, quand le tram de la Madeleine passa, qui lui broya le crâne.",Saint-Denis
"Couteau, employé aux porcs de bois de Levallois-Perret, a puni de deux balles l’intervention de Dreux dans une sienne querelle.",Dreux
"Le forcené qui abattit Sarah Rousmaer sur le trottoir où elle exerçait son ministère, est arrêté : il a nom Kœnig.",
"Mme Thévenet, de Maisons-Alfort, renversa sa veilleuse. Le feu prit au lit et atteignit cette personne de 96 ans, qui en mourut.",Maisons-Alfort
"Le jury de Rennes a condamné à quatre ans de prison M. Derrien, qui, notaire à La Boussac, et joueur, grugeait les paysans.",Rennes; La Boussac
"Ses gerbes brûlaient souvent. Pinard, de Coligny (Loiret), armé, guetta. Passa Pénon ; incendiaire ou non, il reçut la décharge.",Coligny; Loiret
"C’est un plaisant qui inséra dans la bouteille trouvée à Ostende l’annonce du naufrage de l’Espérance, trois-mâts dunkerquois.",Ostende
"Auduche, qui depuis des ans pratiquait le vol à la parenté, s’est fait arrêter à Vincennes dans le rôle du cousin de Colmar.",Vincennes; Colmar
"Une explosion de gaz, qui fit une sombre purée des richesses de l’étal, a brûlé aux cuisses le charcutier Cartier, d’Argenteuil.",Cartier; Argenteuil
L’allumette d’un fumeur a mis le feu aux landes de Kervallon (Finistère) ; une poudrière a failli sauter.,Kervallon; Finistère
"Les cylindres broyeurs de la briqueterie de Saint-Leu-d’Esserent (Oise) ont arraché la cuisse à Auguste Jacquy, 33 ans.",Oise
